Brain Region,ENSG,logFC,AveExpr,p-value,Gene Name,Biotype,Description
BA11,ENSG00000240695,-0.307542653,1.601444742,0.037017738,RP11-102M11.1,pseudogene,
BA11,ENSG00000269965,-0.307645374,1.103114858,0.043648492,RP11-24B19.4,sense_intronic,
BA11,ENSG00000124507,-0.307740223,7.803394299,0.020453309,PACSIN1,protein_coding,protein kinase C and casein kinase substrate in neurons 1 [Source:HGNC Symbol;Acc:8570]
BA11,ENSG00000178440,-0.308004976,1.511334953,0.047376046,LINC00843,lincRNA,long intergenic non-protein coding RNA 843 [Source:HGNC Symbol;Acc:45009]
BA11,ENSG00000104897,-0.309418477,2.675061427,0.018063453,SF3A2,protein_coding,"splicing factor 3a, subunit 2, 66kDa [Source:HGNC Symbol;Acc:10766]"
BA11,ENSG00000222489,-0.310011823,5.680351006,0.037929068,SNORA79,snoRNA,Small nucleolar RNA SNORA79 [Source:RFAM;Acc:RF00600]
BA11,ENSG00000085185,-0.310318751,3.061671644,0.04068865,BCORL1,protein_coding,BCL6 corepressor-like 1 [Source:HGNC Symbol;Acc:25657]
BA11,ENSG00000135439,-0.310963695,7.088020308,0.011413444,AGAP2,protein_coding,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:16921]"
BA11,ENSG00000261786,-0.311205707,4.923474272,0.048013737,RP4-555D20.2,lincRNA,
BA11,ENSG00000149929,-0.311439733,3.373156268,0.004900675,HIRIP3,protein_coding,HIRA interacting protein 3 [Source:HGNC Symbol;Acc:4917]
BA11,ENSG00000235920,-0.312324389,1.29428875,0.023501164,AC073109.2,pseudogene,
BA11,ENSG00000183092,-0.31242381,3.820482791,0.010225639,BEGAIN,protein_coding,brain-enriched guanylate kinase-associated [Source:HGNC Symbol;Acc:24163]
BA11,ENSG00000043591,-0.312819528,3.974847867,0.023580281,ADRB1,protein_coding,adrenoceptor beta 1 [Source:HGNC Symbol;Acc:285]
BA11,ENSG00000253230,-0.313017741,6.775245524,0.026265529,LINC00599,lincRNA,long intergenic non-protein coding RNA 599 [Source:HGNC Symbol;Acc:27231]
BA11,ENSG00000072501,-0.313368068,6.369360473,0.002499431,SMC1A,protein_coding,structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:11111]
BA11,ENSG00000167978,-0.314712264,8.620744001,0.003608776,SRRM2,protein_coding,serine/arginine repetitive matrix 2 [Source:HGNC Symbol;Acc:16639]
BA11,ENSG00000149926,-0.315139246,2.315098791,0.024358944,FAM57B,protein_coding,"family with sequence similarity 57, member B [Source:HGNC Symbol;Acc:25295]"
BA11,ENSG00000120896,-0.31537706,2.983219725,0.043405061,SORBS3,protein_coding,sorbin and SH3 domain containing 3 [Source:HGNC Symbol;Acc:30907]
BA11,ENSG00000203685,-0.315713055,6.550577073,0.042712874,C1orf95,protein_coding,chromosome 1 open reading frame 95 [Source:HGNC Symbol;Acc:30491]
BA11,ENSG00000146216,-0.315918083,5.398439044,0.014345104,TTBK1,protein_coding,tau tubulin kinase 1 [Source:HGNC Symbol;Acc:19140]
BA11,ENSG00000166444,-0.31635357,4.471874409,0.002952676,ST5,protein_coding,suppression of tumorigenicity 5 [Source:HGNC Symbol;Acc:11350]
BA11,ENSG00000115282,-0.316472852,2.404884302,0.008381104,TTC31,protein_coding,tetratricopeptide repeat domain 31 [Source:HGNC Symbol;Acc:25759]
BA11,ENSG00000113916,-0.316494186,5.13665831,0.026456644,BCL6,protein_coding,B-cell CLL/lymphoma 6 [Source:HGNC Symbol;Acc:1001]
BA11,ENSG00000260807,-0.317126012,4.281225148,0.020784359,RP11-161M6.2,lincRNA,
BA11,ENSG00000171992,-0.317387512,7.167631864,0.017835491,SYNPO,protein_coding,synaptopodin [Source:HGNC Symbol;Acc:30672]
BA11,ENSG00000188981,-0.317505688,1.745888637,0.035888797,MSANTD1,protein_coding,Myb/SANT-like DNA-binding domain containing 1 [Source:HGNC Symbol;Acc:33741]
BA11,ENSG00000108819,-0.318038455,6.799036658,0.002292779,PPP1R9B,protein_coding,"protein phosphatase 1, regulatory subunit 9B [Source:HGNC Symbol;Acc:9298]"
BA11,ENSG00000167615,-0.318042937,6.39839674,0.01998571,LENG8,protein_coding,leukocyte receptor cluster (LRC) member 8 [Source:HGNC Symbol;Acc:15500]
BA11,ENSG00000167595,-0.318199084,2.447411303,0.023293609,C19orf55,protein_coding,chromosome 19 open reading frame 55 [Source:HGNC Symbol;Acc:25204]
BA11,ENSG00000183307,-0.318352043,3.851403643,0.028927286,CECR6,protein_coding,"cat eye syndrome chromosome region, candidate 6 [Source:HGNC Symbol;Acc:1844]"
BA11,ENSG00000187605,-0.318408275,5.482293643,0.001737538,TET3,protein_coding,tet methylcytosine dioxygenase 3 [Source:HGNC Symbol;Acc:28313]
BA11,ENSG00000143319,-0.319010195,3.85387001,0.015005242,ISG20L2,protein_coding,interferon stimulated exonuclease gene 20kDa-like 2 [Source:HGNC Symbol;Acc:25745]
BA11,ENSG00000122674,-0.319079534,3.217399688,0.02262492,CCZ1,protein_coding,CCZ1 vacuolar protein trafficking and biogenesis associated homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21691]
BA11,ENSG00000008056,-0.319283141,6.804119273,0.041964363,SYN1,protein_coding,synapsin I [Source:HGNC Symbol;Acc:11494]
BA11,ENSG00000011332,-0.32037642,4.329636731,0.002639982,DPF1,protein_coding,"D4, zinc and double PHD fingers family 1 [Source:HGNC Symbol;Acc:20225]"
BA11,ENSG00000204685,-0.320870917,1.738613552,0.014389734,STARD7-AS1,processed_transcript,STARD7 antisense RNA 1 [Source:HGNC Symbol;Acc:40827]
BA11,ENSG00000099365,-0.321389496,6.907069709,0.031292486,STX1B,protein_coding,syntaxin 1B [Source:HGNC Symbol;Acc:18539]
BA11,ENSG00000126464,-0.321728309,4.082220102,0.030131835,PRR12,protein_coding,proline rich 12 [Source:HGNC Symbol;Acc:29217]
BA11,ENSG00000130816,-0.321793539,5.74562667,0.001686286,DNMT1,protein_coding,DNA (cytosine-5-)-methyltransferase 1 [Source:HGNC Symbol;Acc:2976]
BA11,ENSG00000101638,-0.321797549,4.691957196,0.011568644,ST8SIA5,protein_coding,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5 [Source:HGNC Symbol;Acc:17827]"
BA11,ENSG00000186187,-0.321947088,4.08366032,0.00688991,ZNRF1,protein_coding,"zinc and ring finger 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:18452]"
BA11,ENSG00000017427,-0.322098134,4.62405971,0.038247541,IGF1,protein_coding,insulin-like growth factor 1 (somatomedin C) [Source:HGNC Symbol;Acc:5464]
BA11,ENSG00000172568,-0.322364117,3.544071458,0.020178787,FNDC9,protein_coding,fibronectin type III domain containing 9 [Source:HGNC Symbol;Acc:33547]
BA11,ENSG00000120049,-0.322647381,5.058732427,0.00766941,KCNIP2,protein_coding,Kv channel interacting protein 2 [Source:HGNC Symbol;Acc:15522]
BA11,ENSG00000089199,-0.322771192,7.76157278,0.00534758,CHGB,protein_coding,chromogranin B (secretogranin 1) [Source:HGNC Symbol;Acc:1930]
BA11,ENSG00000182195,-0.323283046,3.712754982,0.029214051,LDOC1,protein_coding,"leucine zipper, down-regulated in cancer 1 [Source:HGNC Symbol;Acc:6548]"
BA11,ENSG00000232931,-0.323570776,4.587890209,0.017779732,LINC00342,lincRNA,long intergenic non-protein coding RNA 342 [Source:HGNC Symbol;Acc:42470]
BA11,ENSG00000177875,-0.323819751,3.793676319,0.021066508,C12orf68,protein_coding,chromosome 12 open reading frame 68 [Source:HGNC Symbol;Acc:33749]
BA11,ENSG00000135213,-0.323992153,3.445067405,0.016408654,POM121C,protein_coding,POM121 transmembrane nucleoporin C [Source:HGNC Symbol;Acc:34005]
BA11,ENSG00000130479,-0.324096202,3.28447255,0.037171119,MAP1S,protein_coding,microtubule-associated protein 1S [Source:HGNC Symbol;Acc:15715]
BA11,ENSG00000055483,-0.324529609,4.997884504,0.000965413,USP36,protein_coding,ubiquitin specific peptidase 36 [Source:HGNC Symbol;Acc:20062]
BA11,ENSG00000150594,-0.324723553,2.386514741,0.008784318,ADRA2A,protein_coding,adrenoceptor alpha 2A [Source:HGNC Symbol;Acc:281]
BA11,ENSG00000117036,-0.324958487,5.095059833,0.000162732,ETV3,protein_coding,ets variant 3 [Source:HGNC Symbol;Acc:3492]
BA11,ENSG00000079432,-0.325203909,5.104931304,0.019681288,CIC,protein_coding,capicua transcriptional repressor [Source:HGNC Symbol;Acc:14214]
BA11,ENSG00000090020,-0.325267675,3.963798714,0.046710597,SLC9A1,protein_coding,"solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1 [Source:HGNC Symbol;Acc:11071]"
BA11,ENSG00000204065,-0.32619675,5.247062681,0.032456481,TCEAL5,protein_coding,transcription elongation factor A (SII)-like 5 [Source:HGNC Symbol;Acc:22282]
BA11,ENSG00000166987,-0.327215631,2.169966356,0.046299938,MBD6,protein_coding,methyl-CpG binding domain protein 6 [Source:HGNC Symbol;Acc:20445]
BA11,ENSG00000183570,-0.327601442,2.363180241,0.019780067,PCBP3,protein_coding,poly(rC) binding protein 3 [Source:HGNC Symbol;Acc:8651]
BA11,ENSG00000181873,-0.328062363,3.346953064,0.003727938,IBA57,protein_coding,"IBA57, iron-sulfur cluster assembly homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:27302]"
BA11,ENSG00000055070,-0.32861547,3.448063882,0.006727375,SZRD1,protein_coding,SUZ RNA binding domain containing 1 [Source:HGNC Symbol;Acc:30232]
BA11,ENSG00000099381,-0.328929222,3.473202082,0.004301678,SETD1A,protein_coding,SET domain containing 1A [Source:HGNC Symbol;Acc:29010]
BA11,ENSG00000259891,-0.329523515,2.133813928,0.032475238,CTA-204B4.2,antisense,
BA11,ENSG00000089280,-0.329609378,5.993858638,0.003913007,FUS,protein_coding,fused in sarcoma [Source:HGNC Symbol;Acc:4010]
BA11,ENSG00000184545,-0.329784004,3.977543784,0.045611383,DUSP8,protein_coding,dual specificity phosphatase 8 [Source:HGNC Symbol;Acc:3074]
BA11,ENSG00000226091,-0.330037075,3.095881634,0.018566665,LINC00937,lincRNA,long intergenic non-protein coding RNA 937 [Source:HGNC Symbol;Acc:48629]
BA11,ENSG00000104885,-0.330152328,3.157153725,0.005405702,DOT1L,protein_coding,DOT1-like histone H3K79 methyltransferase [Source:HGNC Symbol;Acc:24948]
BA11,ENSG00000088038,-0.330440702,4.144976093,0.008614265,CNOT3,protein_coding,"CCR4-NOT transcription complex, subunit 3 [Source:HGNC Symbol;Acc:7879]"
BA11,ENSG00000204469,-0.331062242,6.549728221,0.009649687,PRRC2A,protein_coding,proline-rich coiled-coil 2A [Source:HGNC Symbol;Acc:13918]
BA11,ENSG00000120645,-0.331113185,5.57078034,0.014342336,IQSEC3,protein_coding,IQ motif and Sec7 domain 3 [Source:HGNC Symbol;Acc:29193]
BA11,ENSG00000126653,-0.331206407,5.001528481,0.003239803,NSRP1,protein_coding,nuclear speckle splicing regulatory protein 1 [Source:HGNC Symbol;Acc:25305]
BA11,ENSG00000104714,-0.331907278,4.456709411,0.001225491,ERICH1,protein_coding,glutamate-rich 1 [Source:HGNC Symbol;Acc:27234]
BA11,ENSG00000196312,-0.331916982,1.601925549,0.019661275,HIATL2,protein_coding,hippocampus abundant transcript-like 2 [Source:HGNC Symbol;Acc:23672]
BA11,ENSG00000161835,-0.331940033,4.219271996,0.016079026,GRASP,protein_coding,GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein [Source:HGNC Symbol;Acc:18707]
BA11,ENSG00000186010,-0.332559315,1.239283945,0.042017589,NDUFA13,protein_coding,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13 [Source:HGNC Symbol;Acc:17194]"
BA11,ENSG00000115053,-0.332800708,8.089096465,0.00315869,NCL,protein_coding,nucleolin [Source:HGNC Symbol;Acc:7667]
BA11,ENSG00000179912,-0.333717624,7.007608402,0.000267589,R3HDM2,protein_coding,R3H domain containing 2 [Source:HGNC Symbol;Acc:29167]
BA11,ENSG00000233012,-0.334094817,2.63265008,0.027393193,HDAC1P2,pseudogene,histone deacetylase 1 pseudogene 2 [Source:HGNC Symbol;Acc:45191]
BA11,ENSG00000185052,-0.334174725,4.094044834,0.000916794,SLC24A3,protein_coding,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 3 [Source:HGNC Symbol;Acc:10977]"
BA11,ENSG00000196361,-0.334486244,6.135775161,0.00130107,ELAVL3,protein_coding,ELAV like neuron-specific RNA binding protein 3 [Source:HGNC Symbol;Acc:3314]
BA11,ENSG00000257122,-0.335400768,2.556928491,0.008947323,RRN3P3,pseudogene,RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene 3 [Source:HGNC Symbol;Acc:37620]
BA11,ENSG00000129911,-0.335776238,2.661629031,0.023466347,KLF16,protein_coding,Kruppel-like factor 16 [Source:HGNC Symbol;Acc:16857]
BA11,ENSG00000037042,-0.336354674,5.495031721,0.003140914,TUBG2,protein_coding,"tubulin, gamma 2 [Source:HGNC Symbol;Acc:12419]"
BA11,ENSG00000087884,-0.336629693,1.882893814,0.020284531,AAMDC,protein_coding,"adipogenesis associated, Mth938 domain containing [Source:HGNC Symbol;Acc:30205]"
BA11,ENSG00000197283,-0.337925438,5.812251641,0.026633135,SYNGAP1,protein_coding,synaptic Ras GTPase activating protein 1 [Source:HGNC Symbol;Acc:11497]
BA11,ENSG00000115194,-0.338322647,4.036281636,0.049951753,SLC30A3,protein_coding,"solute carrier family 30 (zinc transporter), member 3 [Source:HGNC Symbol;Acc:11014]"
BA11,ENSG00000168993,-0.338476026,4.71725397,0.004922504,CPLX1,protein_coding,complexin 1 [Source:HGNC Symbol;Acc:2309]
BA11,ENSG00000179820,-0.339360346,4.105487537,0.036600505,MYADM,protein_coding,myeloid-associated differentiation marker [Source:HGNC Symbol;Acc:7544]
BA11,ENSG00000130382,-0.339440743,3.554380135,0.01758084,MLLT1,protein_coding,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1 [Source:HGNC Symbol;Acc:7134]"
BA11,ENSG00000213204,-0.340878178,2.984191416,0.021981761,C6orf165,protein_coding,chromosome 6 open reading frame 165 [Source:HGNC Symbol;Acc:21405]
BA11,ENSG00000175467,-0.341181672,4.764311803,0.000101252,SART1,protein_coding,squamous cell carcinoma antigen recognized by T cells [Source:HGNC Symbol;Acc:10538]
BA11,ENSG00000259946,-0.342314888,3.296212237,0.025363043,RP11-490G2.2,lincRNA,
BA11,ENSG00000142669,-0.342441443,3.013154067,0.028584054,SH3BGRL3,protein_coding,SH3 domain binding glutamic acid-rich protein like 3 [Source:HGNC Symbol;Acc:15568]
BA11,ENSG00000225241,-0.342555493,3.193946832,0.005741933,RP11-640M9.2,pseudogene,
BA11,ENSG00000166862,-0.342574629,3.784315756,0.001310031,CACNG2,protein_coding,"calcium channel, voltage-dependent, gamma subunit 2 [Source:HGNC Symbol;Acc:1406]"
BA11,ENSG00000130749,-0.342939326,4.186242766,0.005417945,ZC3H4,protein_coding,zinc finger CCCH-type containing 4 [Source:HGNC Symbol;Acc:17808]
BA11,ENSG00000198929,-0.34294796,5.729268107,0.007078853,NOS1AP,protein_coding,nitric oxide synthase 1 (neuronal) adaptor protein [Source:HGNC Symbol;Acc:16859]
BA11,ENSG00000104967,-0.343556324,5.122576901,0.029021582,NOVA2,protein_coding,neuro-oncological ventral antigen 2 [Source:HGNC Symbol;Acc:7887]
BA11,ENSG00000205903,-0.343641853,2.870262933,0.00369582,ZNF316,pseudogene,zinc finger protein 316 [Source:HGNC Symbol;Acc:13843]
BA11,ENSG00000116717,-0.343973568,3.508071071,0.006524206,GADD45A,protein_coding,"growth arrest and DNA-damage-inducible, alpha [Source:HGNC Symbol;Acc:4095]"
BA11,ENSG00000116883,-0.34422405,2.359380313,0.029642649,RP11-268J15.5,protein_coding,
BA11,ENSG00000254165,-0.344509944,1.028254051,0.045098149,RP11-503E24.2,antisense,
BA11,ENSG00000221995,-0.346200607,3.319420355,0.024684918,TIAF1,protein_coding,TGFB1-induced anti-apoptotic factor 1 [Source:HGNC Symbol;Acc:11803]
BA11,ENSG00000104722,-0.347528383,8.120754917,0.041298884,NEFM,protein_coding,"neurofilament, medium polypeptide [Source:HGNC Symbol;Acc:7734]"
BA11,ENSG00000161681,-0.350059214,5.26755357,0.023667749,SHANK1,protein_coding,SH3 and multiple ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:15474]
BA11,ENSG00000204304,-0.350070457,4.141042828,0.004989828,PBX2,protein_coding,pre-B-cell leukemia homeobox 2 [Source:HGNC Symbol;Acc:8633]
BA11,ENSG00000185112,-0.350476341,1.623126405,0.011558407,FAM43A,protein_coding,"family with sequence similarity 43, member A [Source:HGNC Symbol;Acc:26888]"
BA11,ENSG00000123870,-0.350957547,1.403195141,0.034823745,ZNF137P,pseudogene,"zinc finger protein 137, pseudogene [Source:HGNC Symbol;Acc:12921]"
BA11,ENSG00000139722,-0.351306488,3.673609967,0.011185805,VPS37B,protein_coding,vacuolar protein sorting 37 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:25754]
BA11,ENSG00000196843,-0.351452856,1.993089945,0.033604132,ARID5A,protein_coding,AT rich interactive domain 5A (MRF1-like) [Source:HGNC Symbol;Acc:17361]
BA11,ENSG00000116852,-0.351465381,6.79613798,0.009158385,KIF21B,protein_coding,kinesin family member 21B [Source:HGNC Symbol;Acc:29442]
BA11,ENSG00000269990,-0.351679388,2.367179418,0.048252425,CTD-3074O7.12,lincRNA,
BA11,ENSG00000155034,-0.353514109,2.717919753,0.015538985,FBXL18,protein_coding,F-box and leucine-rich repeat protein 18 [Source:HGNC Symbol;Acc:21874]
BA11,ENSG00000141905,-0.354855504,5.451658646,0.008100859,NFIC,protein_coding,nuclear factor I/C (CCAAT-binding transcription factor) [Source:HGNC Symbol;Acc:7786]
BA11,ENSG00000136383,-0.3549376,2.816644503,0.007943898,ALPK3,protein_coding,alpha-kinase 3 [Source:HGNC Symbol;Acc:17574]
BA11,ENSG00000251562,-0.356568612,13.83863063,0.00053868,MALAT1,lincRNA,metastasis associated lung adenocarcinoma transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:29665]
BA11,ENSG00000155011,-0.356692623,2.27054542,0.039721573,DKK2,protein_coding,dickkopf WNT signaling pathway inhibitor 2 [Source:HGNC Symbol;Acc:2892]
BA11,ENSG00000230532,-0.35977076,1.29847566,0.019714201,AC091133.1,antisense,
BA11,ENSG00000111676,-0.359775292,5.832315275,0.00537242,ATN1,protein_coding,atrophin 1 [Source:HGNC Symbol;Acc:3033]
BA11,ENSG00000013619,-0.360077334,3.185944466,0.018444194,MAMLD1,protein_coding,mastermind-like domain containing 1 [Source:HGNC Symbol;Acc:2568]
BA11,ENSG00000130508,-0.360751227,3.428285851,0.025287983,PXDN,protein_coding,peroxidasin homolog (Drosophila) [Source:HGNC Symbol;Acc:14966]
BA11,ENSG00000056487,-0.360959033,2.454395858,0.019424057,PHF21B,protein_coding,PHD finger protein 21B [Source:HGNC Symbol;Acc:25161]
BA11,ENSG00000183379,-0.36278185,0.655307406,0.040438351,SYNDIG1L,protein_coding,synapse differentiation inducing 1-like [Source:HGNC Symbol;Acc:32388]
BA11,ENSG00000089169,-0.363301731,7.593587784,0.004571398,RPH3A,protein_coding,rabphilin 3A homolog (mouse) [Source:HGNC Symbol;Acc:17056]
BA11,ENSG00000169783,-0.363924397,5.703553118,0.020573512,LINGO1,protein_coding,leucine rich repeat and Ig domain containing 1 [Source:HGNC Symbol;Acc:21205]
BA11,ENSG00000273108,-0.363928243,1.438669036,0.041653924,RP11-416N2.4,antisense,
BA11,ENSG00000126500,-0.365159419,3.395722462,0.016212941,FLRT1,protein_coding,fibronectin leucine rich transmembrane protein 1 [Source:HGNC Symbol;Acc:3760]
BA11,ENSG00000250461,-0.365356468,3.129666921,0.016984441,RP11-631M6.2,pseudogene,
BA11,ENSG00000110104,-0.365662288,1.869163466,0.012205262,CCDC86,protein_coding,coiled-coil domain containing 86 [Source:HGNC Symbol;Acc:28359]
BA11,ENSG00000214552,-0.365930473,1.83864662,0.032090208,COPS8P2,pseudogene,COP9 signalosome subunit 8 pseudogene 2 [Source:HGNC Symbol;Acc:45270]
BA11,ENSG00000260923,-0.365931489,1.641234769,0.032774819,AC137934.1,lincRNA,
BA11,ENSG00000183474,-0.366059678,3.465202311,0.037611291,GTF2H2C,protein_coding,"general transcription factor IIH, polypeptide 2C [Source:HGNC Symbol;Acc:31394]"
BA11,ENSG00000203930,-0.366921961,5.687928771,0.00515247,LINC00632,protein_coding,long intergenic non-protein coding RNA 632 [Source:HGNC Symbol;Acc:27865]
BA11,ENSG00000160818,-0.367070935,4.394084632,0.000692629,GPATCH4,protein_coding,G patch domain containing 4 [Source:HGNC Symbol;Acc:25982]
BA11,ENSG00000136367,-0.36743679,3.620681515,0.009612491,ZFHX2,protein_coding,zinc finger homeobox 2 [Source:HGNC Symbol;Acc:20152]
BA11,ENSG00000124191,-0.368042991,2.913815316,0.021683172,TOX2,protein_coding,TOX high mobility group box family member 2 [Source:HGNC Symbol;Acc:16095]
BA11,ENSG00000214820,-0.368410113,0.627803066,0.043754254,MPRIPP1,pseudogene,myosin phosphatase Rho interacting protein pseudogene 1 [Source:HGNC Symbol;Acc:44594]
BA11,ENSG00000136158,-0.368752751,5.081161644,0.00653533,SPRY2,protein_coding,sprouty homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:11270]
BA11,ENSG00000234383,-0.369744626,1.159116545,0.033324568,CTBP2P8,pseudogene,C-terminal binding protein 2 pseudogene 8 [Source:HGNC Symbol;Acc:45200]
